,word,score
1224,痴れ者,-1
1225,稚気,-1
1226,致し方,-1
1227,致命,-1
1228,遅々たる,-1
1229,遅い,-1
1230,遅緩,-1
1231,遅鈍,-1
1232,茶番,-1
1233,虫,-1
1234,虫酸,-1
1235,張りつめる,-1
1236,張り出し,-1
1237,挑発,-1
1238,調子はずれ,-1
1239,長たらしい,-1
1240,沈痛,-1
1241,沈鬱,-1
1242,陳腐,-1
1243,痛々しい,-1
1244,痛ましい,-1
1245,低級,-1
1246,低質,-1
1247,低俗,-1
1248,低能,-1
1249,低劣,-1
1250,底,-1
1251,底意地,-1
1252,程遠い,-1
1253,締まり,-1
1254,締まり屋,-1
1255,締り,-1
1256,諦め,-1
1257,泥くさい,-1
1258,泥臭い,-1
1259,鉄面皮,-1
1260,天保銭,-1
1261,田舎,-1
1262,徒,-1
1263,徒爾,-1
1264,杜撰,-1
1265,都合,-1
1266,度,-1
1267,度し難い,-1
1268,土,-1
1269,土臭い,-1
1270,怒り,-1
1271,盗人,-1
1272,逃げ腰,-1
1273,毒々しい,-1
1274,独断,-1
1275,突拍子,-1
1276,突慳貪,-1
1277,鈍,-1
1278,鈍根,-1
1279,鈍重,-1
1280,鈍物,-1
1281,内弁慶,-1
1282,馴れ馴れしい,-1
1283,難,-1
1284,難物,-1
1285,日陰者,-1
1286,乳臭,-1
1287,乳臭い,-1
1288,入り,-1
1289,如何わしい,-1
1290,熱鬧,-1
1291,年寄り,-1
1292,粘っこい,-1
1293,悩ましい,-1
1294,能,-1
1295,能無し,-1
1296,波,-1
1297,派手,-1
1298,破壊,-1
1299,破戒無慙,-1
1300,破滅,-1
1301,破廉恥,-1
1302,馬耳東風,-1
1303,馬鹿らしい,-1
1304,馬鹿臭い,-1
1305,馬鹿馬鹿しい,-1
1306,買い得,-1
1307,売国奴,-1
1308,白々しい,-1
1309,白眼,-1
1310,薄ぎたない,-1
1311,薄ぐらい,-1
1312,薄っぺら,-1
1313,薄暗い,-1
1314,薄汚い,-1
1315,薄気味悪い,-1
1316,薄馬鹿,-1
1317,迫力,-1
1318,漠漠,-1
1319,莫迦,-1
1320,八方美人,-1
1321,髪の毛,-1
1322,罰金,-1
1323,抜差し,-1
1324,半可通,-1
1325,半間,-1
1326,半人前,-1
1327,反対,-1
1328,繁雑,-1
1329,煩わしい,-1
1330,卑しい,-1
1331,卑しんぼう,-1
1332,卑しん坊,-1
1333,卑わい,-1
1334,卑賎,-1
1335,卑俗,-1
1336,卑劣,-1
